时间,开盘价,最高价,最低价,收盘价
2018-04-02,48.159115450735094,48.62016776413645,46.151901157233915,46.319557189941406
2018-04-09,46.79458572719444,49.29544847073162,46.60830084394998,48.37799835205078
2018-04-16,48.573603473655986,49.43050903352761,45.88645207028798,46.091365814208984
2018-04-23,46.24038459311685,46.61760886830571,44.461371062997756,45.6815299987793
2018-04-30,45.639620564790135,46.94361114501953,44.73614122478455,46.94361114501953
2018-05-07,47.08332068526992,49.06258988341554,46.96223498651862,48.62482452392578
2018-05-14,49.50036045715966,50.00332855830858,48.424570535053775,48.690025329589844
2018-05-21,49.40256495487192,50.483013047259526,48.91356756543095,50.441097259521484
2018-05-28,50.20358504254886,51.06049051576038,49.76581610774944,51.00926208496094
2018-06-04,51.08842856774482,52.159563890298784,50.71586238609568,51.21417236328125
2018-06-11,51.102404099056926,51.72179623487558,50.88817418689831,51.36785888671875
2018-06-18,50.7251779981956,50.9952908940285,49.4305036015263,49.640071868896484
2018-06-25,48.946163907895475,49.01136308175108,46.994839685065394,47.81448745727539
2018-07-02,47.20440601073483,48.95547809411174,46.99017965500022,48.876304626464844
2018-07-09,49.25818978400094,49.83101516656433,48.33608513793803,48.890281677246094
2018-07-16,48.899598823759995,49.933476624528,48.298831897554564,49.67267990112305
2018-07-23,49.37927311128742,50.45506299759722,48.46648115425359,49.74718475341797
2018-07-30,49.89621708961296,50.236187279842625,48.96945429341955,50.10578536987305
2018-08-06,50.087156037279215,50.930090742736645,48.97410844116976,49.192989349365234
2018-08-13,49.22559039659337,49.677330076376975,47.21372150699486,47.88900375366211
2018-08-20,47.879687557824475,49.80307388305664,47.330149115342216,49.80307388305664
2018-08-27,50.119759424369335,51.15829172811599,50.063872891796784,50.7344970703125
2018-09-03,50.520270001542755,51.167607227703805,49.14642207421903,49.286136627197266
2018-09-10,49.64007197703271,49.87292718710174,47.576978226786125,49.68198776245117
2018-09-17,49.34667640854825,50.32466759443233,48.96013590147533,49.88224411010742
2018-09-24,49.654040711436025,50.245491315391554,48.988074743123946,49.574867248535156
2018-10-01,49.7192387805035,50.37588853722284,47.18111519930886,47.628196716308594
2018-10-08,47.171806901919396,47.6095758154603,44.08880277091565,45.33224868774414
2018-10-15,45.127343708225105,46.850470966980794,44.09346593173618,44.27975082397461
2018-10-22,44.59643192872465,44.85257053427355,41.0616879049699,41.76491165161133
2018-10-29,42.37965174636446,45.70016603814895,40.49352296718634,44.899147033691406
2018-11-05,44.75011341296724,45.625651293382546,43.776780321930254,44.47068786621094
2018-11-12,43.69295060879081,44.819968950434706,42.393618136000974,43.90717697143555
2018-11-19,43.67431979911969,43.80471813980589,40.98251431381974,42.3470458984375
2018-11-26,43.06890536564431,45.05748748779297,42.584566055683936,45.05748748779297
2018-12-03,46.04012793536156,46.165868173194355,41.48082293985876,41.69504928588867
2018-12-10,41.6251973216104,43.651040552458376,41.4016583029674,42.221309661865234
2018-12-17,42.11885267462873,42.966445520104756,38.616708230641514,38.72848129272461
2018-12-24,39.13514698602468,41.95933512831783,38.309251598827316,41.2236213684082
2018-12-31,41.61758803704115,42.03053757824009,39.18261869875639,41.05274963378906
2019-01-07,41.256854983817774,43.824730515933396,41.02902347736237,43.463993072509766
2019-01-14,42.913394629801175,44.29463346471767,41.95934074875979,44.085784912109375
2019-01-21,43.67758485248828,46.16002262400148,42.23464234488208,45.9891471862793
2019-01-28,44.21868337542066,46.62991830803098,44.21868337542066,46.430564880371094
2019-02-04,46.40209013286175,48.40037933814161,46.03660520167659,46.91946029663086
2019-02-11,47.052365539774584,48.870287976633904,46.74384388877706,48.675682067871094
2019-02-18,48.49531737615843,49.51107495123619,48.485825905380885,49.449371337890625
2019-02-25,50.156597576486426,50.44138874270641,48.5190456547344,49.496829986572266
2019-03-04,49.82908825997823,49.9809771200152,47.00964744789361,47.91623306274414
2019-03-11,48.167804771666226,50.844848332232296,48.096606072661714,50.417659759521484
2019-03-18,50.460379039458665,52.49664164173953,49.9809819289976,50.669227600097656
2019-03-25,50.35120823064558,50.892312544938626,49.35918124023085,50.469871520996094
2019-04-01,51.23406513265649,53.479172634052674,51.015725105587954,53.4174690246582
2019-04-08,53.14216559006349,54.06774139404297,52.72447212684137,54.06774139404297
2019-04-15,54.0534990822674,56.40303433294967,53.36050592213378,55.880916595458984
2019-04-22,55.56764560287151,57.295382825096816,53.8683864115821,54.969581604003906
2019-04-29,54.84617363076258,55.95211273217205,54.50442277899188,55.766998291015625
2019-05-06,53.93958440766033,54.92211629662981,51.25304942531805,52.4301872253418
2019-05-13,50.66922467209994,52.09318414766247,49.80535606844466,50.04268264770508
2019-05-20,48.462086233953265,50.645490015153264,46.75333560611484,47.19476318359375
2019-05-27,47.46531763421517,47.71213569253389,46.33089683246273,46.62518310546875
2019-06-03,47.13780151574022,49.53480128776411,46.34987919743726,49.40664291381836
2019-06-10,50.02369489325303,51.642263863422215,48.40512954439996,48.7278938293457
2019-06-17,48.70416302864011,51.832125742699255,48.310200020616506,50.85908889770508
2019-06-24,50.98249928540713,52.96654608123832,50.03793685943094,52.29728698730469
2019-07-01,54.63257777812517,55.04077978383441,52.0219854083325,52.558345794677734
2019-07-08,52.05996108235266,54.2576040086261,51.77991382223381,54.2291259765625
2019-07-15,54.54240022669987,55.78124173065482,53.86364601485122,55.27811050415039
2019-07-22,55.6530852622553,58.64814566424286,55.63409870052898,57.35234451293945
2019-07-29,57.25740753864427,57.63713150291186,53.26082892958458,53.716495513916016
2019-08-05,52.25930969634103,53.89211764759521,50.982495219404285,52.91433334350586
2019-08-12,52.42069513255139,54.200644448030275,51.54733145200535,53.27032470703125
2019-08-19,54.42372925951017,54.6657997468413,51.87958821004514,52.0694465637207
2019-08-26,52.862124467788256,54.76548105850195,51.86534992087765,54.309814453125
2019-09-02,53.78294705708757,57.328606653114846,53.15640504639349,56.74478530883789
2019-09-09,56.97736089443184,58.44403729532891,56.28911169842655,57.86496353149414
2019-09-16,57.380823613409646,58.07856437925074,56.26538934576028,56.45999526977539
2019-09-23,56.39828962172363,57.475750726292006,55.37778458002105,55.89990234375
2019-09-30,56.289113620609626,57.584918274361705,54.62308372176329,57.081787109375
2019-10-07,57.005839426741865,58.80002765474846,55.211651198735275,58.11178207397461
2019-10-14,58.11178701749506,59.51201240286789,57.43778039368315,57.95515060424805
2019-10-21,58.38234098751261,60.3474048578748,57.25266772573707,60.29519271850586
2019-10-28,60.803069588939735,61.78085388980078,59.86799871075007,61.761863708496094
2019-11-04,62.76813581756601,63.73642506690007,62.165324282846,63.22854995727539
2019-11-11,62.69219331144154,64.20158695768068,62.46436181142358,63.741172790527344
2019-11-18,63.71269090099174,64.1968391465218,61.9897048751361,62.1415901184082
2019-11-25,62.68269684379404,63.79813469697421,62.68269684379404,63.08615493774414
2019-12-02,63.219057596808014,63.73642781981505,60.71763333425723,63.59878158569336
2019-12-09,63.63198996913039,67.36750734548349,63.16208806095115,66.38497924804688
2019-12-16,67.20140621634866,68.33582716396415,66.89287726647619,68.11273956298828
2019-12-23,67.93710782950201,68.0747540565525,67.13019167858654,67.52415466308594
2019-12-30,68.65328357759263,69.82882167962688,67.56928436320959,68.5617446899414
2020-01-06,67.69454421816715,69.95890402610469,67.3380336239014,68.89417266845703
2020-01-13,69.47230191533204,70.46958469507226,68.76891100473861,70.368408203125
2020-01-20,70.08897385929666,72.62312767968166,70.02634779641706,71.13442993164062
2020-01-27,68.82672121739385,70.13715636319029,65.98423743353034,66.27812194824219
2020-02-03,66.56718500857185,70.87427630466141,66.48046860191555,69.15432739257812
2020-02-10,68.69181496573214,73.52885629138328,68.65327189584046,72.59902954101562
2020-02-17,71.144070381054,73.48069379715437,69.8384576959942,70.07452392578125
2020-02-24,66.85625374589526,67.90170985128162,59.88974911041544,63.58016586303711
2020-03-02,64.4040014821819,66.92370266238946,61.98066166630608,63.536808013916016
2020-03-09,58.13125996893036,61.840944294912184,52.31620351032203,57.398956298828125
2020-03-16,50.682985281491085,54.1710565979616,46.25063429818326,48.68842697143555
2020-03-23,49.35808950477331,58.77683844758438,48.13919336113956,55.39957809448242
2020-03-30,56.42577420221476,58.45887187924603,53.08223764536443,53.97834396362305
2020-04-06,56.47876701997767,62.457622727389825,56.473948216721794,59.67776870727539
2020-04-13,59.41761204170521,64.534086057673,59.13818024676942,63.64761734008789
2020-04-20,62.6358803834681,63.70542685517265,59.152631658776315,63.55126190185547
2020-04-27,64.18239034341637,67.14050349402271,61.15200984257846,61.39289855957031
2020-05-04,61.13755825010753,65.91197079875421,60.75695362906786,65.83488464355469
2020-05-11,65.1989372221308,66.44192381150448,61.38326104959148,63.20919418334961
2020-05-18,64.82795349924606,68.41719297972288,64.76532009667058,66.48045349121094
2020-05-25,68.06069758564463,68.47984158494462,65.35310351004871,67.945068359375
2020-06-01,67.88243105021118,74.56468842280313,67.34284272790856,73.5674057006836
2020-06-08,73.89983446147795,74.54541440764874,68.82190394338924,70.30095672607422
2020-06-15,68.75927668659286,74.16963526853422,68.57138377942442,72.647216796875
2020-06-22,72.6616612446642,74.24189031647323,70.86944896909125,71.14405822753906
2020-06-29,71.37050494737426,74.43942468477874,70.26723791732987,73.88538360595703
2020-07-06,75.2391828937699,77.68179807474068,74.82967647528848,77.06993865966797
