date,breadth,breadth_c2,breadth_c3,breadth_c4,breadth_c5
2018-11-12,57.62,75.06,83.44,86.75,87.42
2018-11-13,60.04,62.69,75.28,83.44,86.75
2018-11-14,55.19,63.13,65.34,75.94,83.44
2018-11-15,66.67,70.64,74.17,75.06,81.02
2018-11-16,68.87,71.74,74.39,77.04,77.7
2018-11-19,54.08,70.2,73.07,75.5,78.15
2018-11-20,40.18,55.85,70.42,73.29,75.72
2018-11-21,41.5,46.36,57.84,71.3,73.95
2018-11-23,39.07,44.81,49.01,59.82,71.96
2018-11-26,51.88,53.64,55.63,58.28,65.56
2018-11-27,48.12,57.17,57.84,59.38,60.71
2018-11-28,70.2,71.52,73.73,74.17,75.06
2018-11-29,67.33,74.83,75.72,77.48,77.92
2018-11-30,70.86,74.61,78.81,79.47,80.57
2018-12-03,81.24,82.34,83.89,85.43,85.65
2018-12-04,41.94,81.46,82.56,84.11,85.65
2018-12-06,40.62,49.23,81.68,82.78,84.11
2018-12-07,20.48,41.63,50.0,82.16,83.26
2018-12-10,23.79,26.43,43.17,51.32,83.04
2018-12-11,27.31,29.52,31.06,44.27,52.2
2018-12-12,31.06,35.24,36.34,37.0,46.7
2018-12-13,32.6,37.67,39.65,40.09,40.53
2018-12-14,18.5,33.04,37.89,39.87,40.31
2018-12-17,6.17,18.94,33.04,37.89,39.87
2018-12-18,7.49,8.59,19.82,33.92,38.55
2018-12-19,4.41,8.37,9.25,20.26,34.36
2018-12-20,2.42,5.29,8.81,9.69,20.48
2018-12-21,1.1,2.64,5.29,8.81,9.69
2018-12-24,0.22,1.32,2.64,5.29,8.81
2018-12-26,4.85,5.07,5.73,5.95,8.15
2018-12-27,8.15,9.25,9.25,9.91,10.13
2018-12-28,8.81,10.57,10.79,10.79,11.45
2018-12-31,19.38,20.7,20.93,20.93,20.93
2019-01-02,22.91,28.85,29.07,29.07,29.07
2019-01-03,8.81,25.11,30.18,30.4,30.4
2019-01-04,44.27,44.71,46.92,49.78,49.78
2019-01-07,57.71,59.47,59.47,60.57,61.67
2019-01-08,73.57,74.23,75.11,75.11,76.21
2019-01-09,79.74,82.82,82.82,83.48,83.48
2019-01-10,86.56,87.67,88.77,88.77,89.43
2019-01-11,88.11,89.21,89.65,90.75,90.75
2019-01-14,85.68,89.21,89.65,90.09,90.97
2019-01-15,91.63,92.51,93.61,93.61,94.05
2019-01-16,91.63,93.61,94.27,95.37,95.37
2019-01-17,93.83,95.15,95.81,96.26,97.14
2019-01-18,96.26,96.48,96.92,97.36,97.8
2019-01-22,92.07,96.7,96.92,97.36,97.58
2019-01-23,90.53,94.27,97.14,97.36,97.8
2019-01-24,88.55,92.51,94.93,97.14,97.36
2019-01-25,89.65,91.85,94.93,95.81,97.36
2019-01-28,86.12,90.31,92.29,95.15,96.04
2019-01-29,84.14,87.89,91.19,93.17,95.59
2019-01-30,89.21,90.97,91.85,93.61,94.71
2019-01-31,92.07,93.39,94.27,94.93,96.04
2019-02-01,90.97,94.27,94.93,95.81,96.04
2019-02-04,92.07,94.27,95.37,95.59,96.48
2019-02-05,91.85,94.05,95.15,96.04,96.26
2019-02-06,88.77,92.51,94.49,95.37,96.26
2019-02-07,83.26,91.19,93.83,95.37,96.04
2019-02-08,81.06,85.24,92.07,94.05,95.59
2019-02-11,80.4,83.48,87.0,92.73,94.49
2019-02-12,86.12,87.44,88.99,90.75,94.71
2019-02-13,87.44,88.77,89.65,90.75,91.85
2019-02-14,83.04,89.21,89.87,90.75,91.63
2019-02-15,90.97,92.95,95.37,95.37,96.04
2019-02-19,92.51,92.73,94.27,96.26,96.26
2019-02-20,91.19,94.71,94.93,96.04,96.92
2019-02-21,87.44,93.39,95.59,95.81,96.48
2019-02-22,88.99,91.63,94.71,96.48,96.7
2019-02-25,87.0,91.19,93.17,94.93,96.7
2019-02-26,83.48,88.77,92.07,93.61,95.15
2019-02-27,78.41,86.12,90.31,93.17,94.71
2019-02-28,76.43,82.6,88.11,91.19,93.61
2019-03-01,77.97,81.5,85.24,89.87,92.29
2019-03-04,72.91,81.94,83.7,86.34,90.31
2019-03-05,68.94,75.55,83.04,84.58,87.22
2019-03-06,51.54,69.82,76.43,83.7,85.24
2019-03-07,40.75,53.3,70.7,76.87,84.14
2019-03-08,35.68,42.07,53.74,70.93,77.09
2019-03-11,55.73,56.83,57.93,63.22,75.55
2019-03-12,58.02,62.64,63.74,64.4,68.79
2019-03-13,66.01,69.3,71.71,72.81,73.25
2019-03-14,64.25,70.39,73.25,75.22,76.32
2019-03-15,66.01,71.27,75.22,76.75,78.29
2019-03-18,70.83,75.88,78.07,79.82,81.36
2019-03-19,68.42,77.41,80.04,81.58,83.11
2019-03-20,55.8,70.9,78.56,81.18,82.71
2019-03-21,75.49,76.81,82.06,86.0,86.87
2019-03-22,51.42,77.24,77.9,82.71,86.21
2019-03-25,50.77,55.8,78.12,78.56,83.37
2019-03-26,59.74,61.93,63.68,78.77,79.21
2019-03-27,53.83,63.46,64.99,66.52,79.65
2019-03-28,59.3,63.24,69.15,70.68,71.99
2019-03-29,71.12,73.09,73.96,76.59,77.46
2019-04-01,85.12,89.06,89.5,90.15,91.03
2019-04-02,80.74,88.18,90.59,91.03,91.68
2019-04-03,78.99,85.56,90.15,92.56,93.0
2019-04-04,76.59,84.25,88.4,92.12,94.31
2019-04-05,82.49,83.81,88.84,90.81,93.65
2019-04-08,79.87,85.78,85.78,90.15,91.9
2019-04-09,73.52,81.84,86.43,86.43,90.37
2019-04-10,80.74,82.71,85.78,88.84,88.84
2019-04-11,80.74,85.56,87.09,88.84,91.47
2019-04-12,81.84,84.68,88.4,89.72,90.59
2019-04-15,80.09,84.25,86.21,89.72,90.81
2019-04-16,70.9,82.28,85.12,87.09,90.59
2019-04-17,64.33,71.33,82.49,85.34,87.09
2019-04-18,65.65,67.83,71.99,82.71,85.56
2019-04-22,64.33,68.93,70.02,73.52,83.81
2019-04-23,69.37,71.33,72.65,73.52,75.93
2019-04-24,69.8,73.96,75.49,76.59,77.46
2019-04-25,64.55,73.96,77.24,78.56,79.21
2019-04-26,69.58,73.09,80.09,82.93,83.59
2019-04-29,63.46,71.12,74.62,81.18,84.03
2019-04-30,69.8,73.74,76.37,79.21,84.9
2019-05-01,60.39,71.77,74.84,77.02,79.87
2019-05-02,59.96,66.74,74.18,77.24,79.21
2019-05-03,68.71,70.02,73.09,77.02,79.87
2019-05-06,63.02,71.55,72.65,75.05,78.77
2019-05-07,42.67,63.46,71.55,72.65,75.05
2019-05-08,36.76,44.86,64.11,72.21,73.3
2019-05-09,36.76,40.92,47.92,65.43,73.52
2019-05-10,46.72,47.82,50.22,53.28,67.9
2019-05-13,30.13,47.16,48.03,50.44,53.49
2019-05-14,35.81,36.68,48.47,49.34,51.75
2019-05-15,40.39,42.14,42.58,50.66,51.31
2019-05-16,47.6,48.47,48.91,49.13,55.02
2019-05-17,42.14,48.69,49.34,49.78,50.0
2019-05-20,36.9,44.1,49.56,50.0,50.44
2019-05-21,47.38,48.03,50.87,54.8,55.24
2019-05-22,46.51,51.31,51.53,53.71,56.77
2019-05-23,35.37,47.82,52.4,52.62,54.59
2019-05-24,36.6,39.22,50.11,53.81,54.03
2019-05-28,28.1,38.56,40.52,50.54,54.25
2019-05-29,20.7,30.5,39.22,41.18,50.54
2019-05-30,26.14,27.67,34.42,40.52,42.27
2019-05-31,23.75,30.07,30.72,35.95,41.39
2019-06-03,28.76,32.24,35.95,36.17,39.43
2019-06-04,51.2,53.16,54.25,55.77,55.99
2019-06-05,66.01,68.19,68.41,68.63,69.5
2019-06-06,69.72,73.2,74.07,74.29,74.51
2019-06-07,76.47,78.65,79.74,80.39,80.39
2019-06-10,80.83,84.1,85.19,85.62,86.06
2019-06-11,80.61,85.19,86.93,87.58,88.02
2019-06-12,76.3,82.83,85.65,87.17,87.83
2019-06-13,83.91,85.0,87.17,88.91,90.43
2019-06-14,79.35,85.43,85.87,87.83,89.57
2019-06-17,78.48,84.13,87.39,87.61,89.35
2019-06-18,87.61,89.13,90.43,91.3,91.52
2019-06-19,89.57,91.52,92.17,93.04,93.7
2019-06-20,92.83,93.91,94.35,94.35,94.78
2019-06-21,88.48,94.13,94.57,95.0,95.0
2019-06-24,85.22,90.22,94.78,95.22,95.65
2019-06-25,77.83,86.3,90.87,95.22,95.65
2019-06-26,63.91,81.74,87.83,91.74,95.65
2019-06-27,69.35,71.52,84.35,89.78,92.83
2019-06-28,75.65,78.91,79.78,88.91,93.04
2019-07-01,77.83,80.87,82.61,83.48,91.3
2019-07-02,82.61,85.43,86.52,88.04,88.7
2019-07-03,89.57,90.0,91.96,93.04,93.91
2019-07-05,86.09,91.3,91.3,93.04,93.91
2019-07-08,79.57,88.04,91.96,91.96,93.48
2019-07-09,78.26,84.78,90.22,93.48,93.48
2019-07-10,78.04,83.48,87.61,92.17,94.57
2019-07-11,75.43,81.52,85.65,89.57,93.48
2019-07-12,82.17,85.65,89.78,90.65,93.26
2019-07-15,79.78,85.22,87.61,91.3,91.74
2019-07-16,72.61,82.39,86.74,88.48,92.17
2019-07-17,57.39,74.57,83.26,87.17,88.91
2019-07-18,63.26,66.52,78.7,85.43,88.91
2019-07-19,52.61,67.39,70.22,80.43,86.74
2019-07-22,54.13,59.13,70.43,72.17,81.52
2019-07-23,62.83,66.52,68.91,76.74,77.83
2019-07-24,65.22,71.09,73.26,74.57,81.52
2019-07-25,57.39,68.48,72.17,74.35,75.65
2019-07-26,62.17,66.09,73.48,76.09,78.04
2019-07-29,61.09,65.87,69.35,75.65,78.04
2019-07-30,59.13,67.39,70.43,73.26,79.13
2019-07-31,44.57,62.83,69.78,72.39,75.22
2019-08-01,33.91,50.65,65.87,72.17,74.78
2019-08-02,30.65,37.83,52.83,67.61,73.7
2019-08-05,12.39,30.87,38.04,53.04,67.61
2019-08-06,23.26,24.13,33.48,40.22,54.57
2019-08-07,26.74,28.26,29.13,36.3,42.83
2019-08-08,43.04,43.48,44.13,44.57,47.61
2019-08-09,36.96,45.0,45.43,45.87,46.3
2019-08-12,30.43,37.61,45.22,45.65,46.09
2019-08-13,42.17,42.83,44.35,48.7,49.13
2019-08-14,21.09,42.17,42.83,44.35,48.7
2019-08-15,27.61,28.26,43.91,44.35,45.65
2019-08-16,40.22,40.22,40.22,48.91,49.13
2019-08-19,48.7,49.57,49.57,49.57,53.7
2019-08-20,42.61,50.22,50.87,50.87,50.87
2019-08-21,53.7,53.91,56.3,56.74,56.74
2019-08-22,52.61,56.3,56.3,58.26,58.48
2019-08-23,29.13,52.83,56.3,56.3,58.26
2019-08-26,40.43,40.87,54.35,57.61,57.61
2019-08-27,38.48,43.48,43.7,55.43,58.48
2019-08-28,47.39,48.91,51.96,52.17,59.35
2019-08-29,66.74,67.83,68.48,70.43,70.43
2019-08-30,71.96,74.13,74.57,75.22,76.96
2019-09-03,54.78,75.43,77.17,77.61,78.04
2019-09-04,73.04,74.13,80.43,81.52,81.96
2019-09-05,86.09,88.48,88.91,90.65,90.87
2019-09-06,86.3,89.78,90.87,91.3,92.83
2019-09-09,75.0,88.04,91.3,92.39,92.83
2019-09-10,69.13,78.04,89.78,92.61,93.48
2019-09-11,72.39,74.13,81.09,91.3,93.7
2019-09-12,74.78,77.17,78.26,83.26,91.52
2019-09-13,72.17,76.74,78.26,78.91,83.91
2019-09-16,73.48,76.74,80.22,80.87,81.52
2019-09-17,80.87,82.83,83.7,85.65,86.09
2019-09-18,78.26,82.61,84.13,84.78,86.52
2019-09-19,78.31,82.21,85.25,86.55,86.98
2019-09-20,72.45,81.34,84.6,86.98,88.29
2019-09-23,69.41,76.14,82.86,85.68,87.42
2019-09-24,53.8,71.8,77.22,83.73,86.55
2019-09-25,60.52,64.43,75.27,80.26,86.12
2019-09-26,55.53,65.08,68.11,78.31,82.86
2019-09-27,44.69,57.92,66.16,69.2,79.18
2019-09-30,51.41,55.75,64.86,71.37,73.75
2019-10-01,28.85,52.49,56.4,65.29,71.37
2019-10-02,13.23,29.5,52.71,56.62,65.51
2019-10-03,20.17,21.48,32.54,54.88,58.57
2019-10-04,36.44,37.09,37.74,41.87,59.87
2019-10-07,30.15,38.61,38.61,39.26,43.17
2019-10-08,16.92,31.45,39.26,39.26,39.91
2019-10-09,26.9,27.98,35.36,41.21,41.21
2019-10-10,32.1,33.19,33.84,39.48,44.25
2019-10-11,52.06,55.1,55.75,56.18,59.65
2019-10-14,49.46,56.83,59.44,60.09,60.52
2019-10-15,64.43,66.81,70.07,72.67,73.1
2019-10-16,61.61,69.2,70.5,73.32,75.7
2019-10-17,67.03,69.2,73.1,73.97,76.14
2019-10-18,64.86,70.72,72.45,75.7,76.36
2019-10-21,72.23,74.4,77.66,79.18,81.34
2019-10-22,65.29,77.22,78.96,81.78,83.08
2019-10-23,67.68,72.23,80.26,81.78,84.16
2019-10-24,70.72,74.62,77.66,82.86,84.38
2019-10-25,70.28,75.49,78.31,80.48,85.47
2019-10-28,69.85,73.75,78.52,80.69,82.65
2019-10-29,71.37,75.92,78.96,82.86,84.6
2019-10-30,75.92,79.39,81.56,83.73,86.12
2019-10-31,69.63,77.66,80.48,82.65,84.6
2019-11-01,75.7,78.74,83.08,84.38,85.68
2019-11-04,70.72,78.09,81.13,84.82,85.9
2019-11-05,65.73,73.75,80.48,83.3,86.33
2019-11-06,65.08,69.41,76.14,82.0,84.82
2019-11-07,66.38,69.2,71.58,77.01,82.65
2019-11-08,66.16,69.2,71.8,73.54,78.52
2019-11-11,65.51,68.76,70.72,73.1,74.84
2019-11-12,66.16,68.76,71.8,73.32,75.7
2019-11-13,67.68,72.67,74.19,76.57,77.87
2019-11-14,70.93,73.1,77.01,78.09,79.83
2019-11-15,73.75,76.57,77.66,80.26,81.13
2019-11-18,73.75,78.31,79.83,80.91,83.3
2019-11-19,72.67,77.66,81.13,82.43,83.3
2019-11-20,67.25,76.79,80.04,82.86,84.16
2019-11-21,61.17,70.5,78.74,81.56,83.73
2019-11-22,60.95,65.29,73.54,80.04,82.65
2019-11-25,72.89,74.62,77.01,81.13,84.16
2019-11-26,77.87,82.0,83.08,84.16,85.47
2019-11-27,81.34,83.08,85.9,86.98,87.64
2019-11-29,75.27,82.21,83.73,86.33,87.42
2019-12-02,55.31,76.36,82.65,84.16,86.77
2019-12-03,44.47,58.35,76.57,82.86,84.38
2019-12-04,56.4,58.57,64.21,79.18,83.95
2019-12-05,59.65,64.43,65.94,68.76,81.56
2019-12-06,67.25,70.28,72.02,73.54,75.27
2019-12-09,61.17,70.72,73.1,74.84,76.14
2019-12-10,56.62,64.64,72.02,74.19,75.92
2019-12-11,59.44,64.21,69.85,75.49,77.44
2019-12-12,65.51,72.02,74.4,78.09,82.86
2019-12-13,63.99,70.5,74.4,76.57,80.04
2019-12-16,74.19,76.14,78.52,81.13,83.08
2019-12-17,75.27,79.18,80.48,82.21,84.16
2019-12-18,69.85,77.66,80.69,81.78,83.51
2019-12-19,76.14,77.66,82.21,84.38,84.82
2019-12-20,80.69,83.3,83.95,86.33,87.2
2019-12-23,77.87,82.65,84.6,85.25,87.42
2019-12-24,81.34,82.21,84.38,85.68,86.12
2019-12-26,83.51,85.25,85.68,86.55,87.42
2019-12-27,82.0,85.47,86.55,86.98,87.64
2019-12-30,75.92,83.73,86.77,87.64,88.07
2019-12-31,82.65,83.95,87.64,89.59,90.24
2020-01-02,77.44,88.72,89.37,90.89,92.19
2020-01-03,70.72,81.56,89.8,90.46,91.76
2020-01-06,69.2,75.49,84.82,91.97,92.62
2020-01-07,60.09,74.19,78.09,86.33,93.28
2020-01-08,63.12,69.2,78.31,80.91,87.85
2020-01-09,68.11,71.37,75.05,81.13,83.08
2020-01-10,63.99,72.45,74.4,78.09,82.65
2020-01-13,71.15,73.54,76.79,78.09,81.56
2020-01-14,71.8,77.01,78.96,80.04,80.91
2020-01-15,72.23,77.01,80.26,81.56,82.43
2020-01-16,81.56,82.21,84.6,85.25,86.55
2020-01-17,80.48,85.47,86.12,87.85,88.07
2020-01-21,72.67,81.13,85.47,86.12,87.85
2020-01-22,71.8,75.49,82.43,86.33,86.98
2020-01-23,72.23,75.92,78.09,83.73,87.42
2020-01-24,58.79,72.23,75.92,78.09,83.73
2020-01-27,46.42,59.65,72.67,76.36,78.31
2020-01-28,54.45,55.53,62.04,73.75,77.22
2020-01-29,50.11,56.18,57.05,62.91,73.97
2020-01-30,53.15,56.83,60.52,61.39,66.81
2020-01-31,33.41,53.8,57.48,60.95,61.61
2020-02-03,43.38,44.25,55.53,59.22,62.69
2020-02-04,55.53,57.7,57.7,62.47,64.86
2020-02-05,68.76,71.37,72.67,72.67,74.84
2020-02-06,66.59,72.67,74.62,75.27,75.27
2020-02-07,58.79,68.55,73.75,75.49,76.14
2020-02-10,65.73,67.25,71.8,76.14,77.01
2020-02-11,69.85,72.89,73.75,75.7,78.96
2020-02-12,77.44,80.04,82.21,82.65,83.3
2020-02-13,76.14,81.13,82.86,84.6,84.82
2020-02-14,75.05,78.74,83.3,84.6,85.68
2020-02-18,69.41,77.87,80.48,84.38,85.47
2020-02-19,73.32,77.01,81.78,83.51,86.98
2020-02-20,72.02,78.52,80.91,84.6,85.9
2020-02-21,61.61,75.7,81.34,83.08,86.33
2020-02-24,26.9,61.61,75.7,81.34,83.08
2020-02-25,9.76,27.33,61.82,75.92,81.56
2020-02-26,9.98,12.58,27.98,62.26,76.14
2020-02-27,2.39,9.98,12.58,27.98,62.26
2020-02-28,1.95,3.25,10.41,13.02,28.2
2020-03-02,6.94,6.94,7.16,11.93,14.32
2020-03-03,4.34,8.24,8.24,8.46,12.58
2020-03-04,25.16,25.16,26.03,26.03,26.03
2020-03-05,13.23,25.6,25.6,26.46,26.46
2020-03-06,10.2,14.1,25.81,25.81,26.68
2020-03-09,3.9,10.2,14.1,25.81,25.81
2020-03-10,6.29,6.51,11.28,14.97,26.46
2020-03-11,2.39,6.51,6.51,11.28,14.97
2020-03-12,0.43,2.39,6.51,6.51,11.28
2020-03-13,2.82,2.82,3.69,7.59,7.59
2020-03-16,1.3,3.25,3.25,3.69,7.59
2020-03-17,5.86,5.86,6.51,6.51,6.72
2020-03-18,4.56,6.29,6.29,6.94,6.94
2020-03-19,3.24,5.18,6.91,6.91,7.56
2020-03-20,1.73,3.67,5.18,6.91,6.91
2020-03-23,1.51,3.02,4.32,5.83,7.56
2020-03-24,6.91,7.99,8.42,9.29,10.58
2020-03-25,7.56,10.8,11.23,11.66,12.53
2020-03-26,30.02,31.1,31.53,31.75,32.18
2020-03-27,17.71,31.53,32.18,32.61,32.83
2020-03-30,45.57,46.0,49.68,50.11,50.11
2020-03-31,36.5,50.76,50.76,53.78,54.21
2020-04-01,20.73,38.01,50.76,50.76,53.78
2020-04-02,37.37,39.09,46.22,55.29,55.29
2020-04-03,35.21,41.47,42.33,48.6,56.8
2020-04-06,77.75,78.19,78.19,78.4,79.48
2020-04-07,87.69,88.77,88.77,88.77,88.77
2020-04-08,98.06,98.7,98.7,98.7,98.7
2020-04-09,98.27,99.35,99.57,99.57,99.57
2020-04-13,98.27,99.35,99.78,99.78,99.78
2020-04-14,98.49,99.14,99.35,99.78,99.78
2020-04-15,92.44,98.92,99.14,99.35,99.78
2020-04-16,85.75,93.95,98.92,99.14,99.35
2020-04-17,96.11,96.33,97.41,98.92,99.14
2020-04-20,90.71,96.33,96.54,97.41,98.92
2020-04-21,69.11,90.71,96.33,96.54,97.41
2020-04-22,77.11,79.27,90.93,96.33,96.54
2020-04-23,73.43,81.21,82.94,91.58,96.54
2020-04-24,81.21,82.29,86.39,87.47,93.09
2020-04-27,92.87,93.09,93.09,95.25,95.46
2020-04-28,93.3,95.46,95.46,95.46,97.41
2020-04-29,90.71,95.03,96.54,96.54,96.54
2020-04-30,84.02,91.36,95.46,96.76,96.76
2020-05-01,62.42,84.45,91.79,95.68,96.98
2020-05-04,55.08,66.31,85.53,92.66,95.9
2020-05-05,59.4,63.93,70.63,86.61,93.3
2020-05-06,49.68,61.77,66.09,72.35,86.83
2020-05-07,59.83,62.2,68.03,71.06,75.16
2020-05-08,76.67,77.11,78.4,80.13,81.21
2020-05-11,68.68,79.91,80.35,80.56,81.64
2020-05-12,47.73,69.11,80.13,80.56,80.78
2020-05-13,34.13,48.38,69.11,80.13,80.56
2020-05-14,42.76,44.28,51.84,69.76,80.35
2020-05-15,42.12,47.3,48.38,54.43,70.84
2020-05-18,76.89,78.4,78.83,79.05,79.7
2020-05-19,65.01,77.97,79.05,79.48,79.7
2020-05-20,75.59,77.32,82.72,83.8,84.02
2020-05-21,69.76,78.62,80.13,84.88,85.96
2020-05-22,70.84,75.59,81.86,82.72,87.26
2020-05-26,84.67,88.34,89.42,91.58,92.22
2020-05-27,89.63,91.14,93.09,93.52,94.6
2020-05-28,92.66,95.68,96.11,97.41,97.62
2020-05-29,95.03,96.54,97.41,97.62,98.27
2020-06-01,94.17,96.54,96.76,97.62,97.84
2020-06-02,95.46,96.11,97.41,97.41,97.62
2020-06-03,95.03,96.11,96.54,97.84,97.84
2020-06-04,91.14,95.46,96.33,96.76,97.84
2020-06-05,92.66,93.74,95.68,96.54,96.98
2020-06-08,94.82,95.46,95.68,96.54,96.76
2020-06-09,92.87,95.68,95.9,96.11,96.98
2020-06-10,93.52,95.03,96.98,96.98,96.98
2020-06-11,34.56,93.74,95.03,96.98,96.98
2020-06-12,48.6,50.54,93.74,95.03,96.98
2020-06-15,55.72,58.1,58.96,94.17,95.25
2020-06-16,71.92,73.0,73.43,73.65,95.03
2020-06-17,59.4,74.3,75.16,75.59,75.81
2020-06-18,54.0,62.2,75.16,76.03,76.46
2020-06-19,40.6,56.8,63.93,75.81,76.67
2020-06-22,39.52,46.22,58.53,65.66,77.32
2020-06-23,38.23,42.76,47.95,59.18,66.09
2020-06-24,17.06,38.44,42.98,48.16,59.4
2020-06-25,25.05,26.13,39.96,44.28,49.46
2020-06-26,16.2,25.49,26.57,40.17,44.49
2020-06-29,20.95,22.46,28.29,28.73,40.82
2020-06-30,35.42,35.85,35.85,38.23,38.66
2020-07-01,36.72,42.55,42.76,42.76,44.49
2020-07-02,43.2,44.49,48.16,48.38,48.38
2020-07-06,58.53,60.26,60.69,61.77,61.99
2020-07-07,46.22,60.26,61.77,62.2,63.07
2020-07-08,52.92,55.94,63.71,65.01,65.44
2020-07-09,44.92,55.51,58.32,65.01,65.87
2020-07-10,54.86,56.59,60.48,62.2,68.25
2020-07-13,48.38,60.69,61.56,64.15,65.44
2020-07-14,66.74,67.6,73.65,73.87,75.16
2020-07-15,81.64,84.02,84.45,87.9,88.12
2020-07-16,79.91,84.45,86.18,86.61,89.85
2020-07-17,81.43,85.75,88.34,89.63,90.06
2020-07-20,79.05,86.18,90.06,91.79,92.44
2020-07-21,88.12,90.93,92.66,93.74,95.03
2020-07-22,89.63,92.44,93.95,94.6,95.46
2020-07-23,82.29,90.5,93.09,94.38,95.03
2020-07-24,74.95,82.94,90.5,93.09,94.38
2020-07-27,75.38,81.43,86.18,91.79,93.95
2020-07-28,67.17,79.7,84.02,87.9,93.3
2020-07-29,80.78,82.29,86.18,87.9,90.71
2020-07-30,68.03,82.51,83.59,87.26,88.98
2020-07-31,67.39,74.08,86.18,87.26,89.63
2020-08-03,70.19,75.16,78.62,88.12,89.2
2020-08-04,72.35,77.11,80.99,83.15,90.93
2020-08-05,76.03,80.78,82.51,85.31,87.26
2020-08-06,73.0,79.27,82.29,83.59,86.39
2020-08-07,76.67,79.7,84.02,86.39,87.47
2020-08-10,78.4,82.07,84.45,87.9,89.85
2020-08-11,72.35,81.64,84.23,86.61,89.2
2020-08-12,79.27,80.56,84.45,85.96,87.9
2020-08-13,77.54,82.72,83.8,87.04,88.12
2020-08-14,76.46,80.99,84.02,84.88,87.9
2020-08-17,77.32,82.07,83.8,85.96,86.83
2020-08-18,72.79,79.05,83.15,84.88,86.83
2020-08-19,66.31,74.95,80.13,84.23,85.96
2020-08-20,57.88,69.33,76.46,81.43,85.53
2020-08-21,54.21,60.04,69.76,76.89,81.86
2020-08-24,67.6,69.55,71.92,77.32,82.72
2020-08-25,66.09,71.92,73.22,75.16,79.7
2020-08-26,62.42,69.98,74.3,75.16,76.89
2020-08-27,68.03,73.22,75.16,78.4,79.27
2020-08-28,70.63,73.65,77.54,78.62,81.21
2020-08-31,62.42,75.59,77.54,80.35,81.21
2020-09-01,62.85,68.47,77.75,79.05,81.21
2020-09-02,81.64,82.07,83.37,86.61,87.26
2020-09-03,50.76,82.29,82.51,83.59,86.61
2020-09-04,44.28,56.37,84.23,84.45,85.53
2020-09-08,24.19,46.0,57.24,84.23,84.45
2020-09-09,38.88,39.96,51.62,60.26,84.45
2020-09-10,26.35,40.82,41.9,53.13,61.34
2020-09-11,32.4,35.21,45.14,46.0,56.16
2020-09-14,50.97,51.84,51.84,55.51,56.16
2020-09-15,52.92,57.45,58.32,58.32,60.91
2020-09-16,56.59,61.12,62.2,62.85,62.85
2020-09-17,50.32,59.18,63.5,64.36,64.58
2020-09-18,39.52,52.05,60.04,64.15,65.01
2020-09-21,14.69,41.04,53.35,61.34,65.01
2020-09-22,21.38,22.25,43.84,56.16,63.5
2020-09-23,8.42,21.81,22.68,44.06,56.37
2020-09-24,9.94,12.31,22.89,23.76,44.71
2020-09-25,23.54,24.19,24.41,29.81,30.67
2020-09-28,44.49,45.57,45.79,45.79,48.16
2020-09-29,40.6,47.52,48.38,48.6,48.6
2020-09-30,52.37,55.17,58.41,59.27,59.48
2020-10-01,53.88,59.7,61.21,63.36,63.79
2020-10-02,61.85,68.53,70.91,71.77,72.63
2020-10-05,79.09,79.96,80.82,82.11,82.97
2020-10-06,69.4,80.82,80.82,81.68,82.97
2020-10-07,81.25,83.41,86.42,86.42,86.85
2020-10-08,89.66,91.16,91.59,92.89,92.89
2020-10-09,90.09,93.1,93.97,94.18,94.61
2020-10-12,91.81,93.53,94.83,95.47,95.47
2020-10-13,85.56,93.1,94.4,95.69,96.12
2020-10-14,83.84,89.01,94.61,95.47,96.55
2020-10-15,84.27,87.07,90.3,95.26,96.12
2020-10-16,82.97,87.07,89.22,91.16,95.26
2020-10-19,67.24,83.41,87.28,89.22,91.16
2020-10-20,69.61,72.41,84.27,87.72,89.66
2020-10-21,62.07,71.77,74.14,85.13,88.36
2020-10-22,65.3,71.55,76.72,78.66,88.36
2020-10-23,65.3,69.18,73.49,78.02,79.96
2020-10-26,41.16,66.16,69.61,73.71,78.23
2020-10-27,28.66,43.53,67.03,70.26,74.35
2020-10-28,11.42,28.66,43.53,67.03,70.26
2020-10-29,15.95,16.81,30.82,44.83,67.46
2020-10-30,13.58,18.53,19.4,32.76,45.91
2020-11-02,31.03,31.47,34.05,34.48,43.1
2020-11-03,49.14,50.86,51.08,53.02,53.23
2020-11-04,50.86,63.58,64.87,65.09,65.52
2020-11-05,70.91,73.28,76.51,77.37,77.59
2020-11-06,66.59,74.57,76.29,78.88,79.74
2020-11-09,76.51,87.07,89.44,90.3,90.73
2020-11-10,77.59,82.97,91.81,93.75,93.97
2020-11-11,84.05,85.34,86.42,92.67,93.97
2020-11-12,80.17,85.78,86.85,87.72,92.67
2020-11-13,85.13,85.99,87.93,88.79,89.22
2020-11-16,87.72,89.66,90.3,91.59,92.24
2020-11-17,85.34,90.09,91.16,91.59,92.89
2020-11-18,80.17,86.21,90.3,91.38,91.81
2020-11-19,80.6,83.41,87.72,91.16,92.03
2020-11-20,78.88,83.41,85.78,89.22,92.67
2020-11-23,79.74,82.33,85.34,87.07,90.52
2020-11-24,82.97,85.78,87.28,88.79,90.09
2020-11-25,81.25,85.13,87.28,88.58,89.87
2020-11-27,81.47,84.91,88.15,89.22,90.09
2020-11-30,77.59,84.27,86.64,89.44,90.3
2020-12-01,79.74,82.54,86.21,88.36,90.73
