comparison,period,variant,pct,price_lambda,candidate_count,selected_count,event_count,covered_event_count,stage1_event_coverage,post_bottom_rate,center_day_rate,overpay_mean,overpay_median,overpay_p75,overpay_p90,within_0_8pct_rate,exact_bottom_rate
matched_budget,final_test,spatial_p0025_l000,0.0025,0.0,391,202,,,,,,0.02138089424929423,0.015432229932586194,0.029903580886398273,0.04985811775337713,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0025_l025,0.0025,0.25,391,202,,,,,,0.021277994419215903,0.015181215265087644,0.029573405802672037,0.04985811775337713,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0025_l050,0.0025,0.5,391,202,,,,,,0.021277994419215907,0.015181215265087644,0.029573405802672037,0.04985811775337713,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0025_l100,0.0025,1.0,391,202,,,,,,0.021102212677148575,0.015062392339802333,0.029573405802672037,0.04769502073453915,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0025_l200,0.0025,2.0,391,202,,,,,,0.021305274527262136,0.015181215265087644,0.029903580886398273,0.04985811775337713,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0025_l400,0.0025,4.0,391,202,,,,,,0.021365772387638413,0.015181215265087644,0.029903580886398273,0.04985811775337713,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0030_l000,0.003,0.0,391,202,,,,,,0.021393844594062218,0.015181215265087644,0.029903580886398273,0.04985811775337713,0.33663366336633666,0.17326732673267325
matched_budget,final_test,spatial_p0030_l025,0.003,0.25,391,202,,,,,,0.021428270980950608,0.015181215265087644,0.03011413568737975,0.04985811775337713,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0030_l050,0.003,0.5,391,202,,,,,,0.021262367791338145,0.015062392339802333,0.029903580886398273,0.04985811775337713,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0030_l100,0.003,1.0,391,202,,,,,,0.021251673789545084,0.015062392339802333,0.029903580886398273,0.04985811775337713,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0030_l200,0.003,2.0,391,202,,,,,,0.021113173257041748,0.014741049486168278,0.029573405802672037,0.04985811775337713,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0030_l400,0.003,4.0,391,202,,,,,,0.021277994419215903,0.015181215265087644,0.029573405802672037,0.04985811775337713,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0035_l000,0.0035,0.0,391,202,,,,,,0.02116092864763023,0.015062392339802333,0.029903580886398273,0.04769502073453915,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0035_l025,0.0035,0.25,391,202,,,,,,0.021230460577891033,0.015062392339802333,0.029903580886398273,0.04985811775337713,0.3465346534653465,0.1782178217821782
matched_budget,final_test,spatial_p0035_l050,0.0035,0.5,391,202,,,,,,0.02119780647372792,0.015062392339802333,0.029903580886398273,0.04769502073453915,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0035_l100,0.0035,1.0,391,202,,,,,,0.021242256911424697,0.015062392339802333,0.029903580886398273,0.04985811775337713,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0035_l200,0.0035,2.0,391,202,,,,,,0.021251673789545084,0.015062392339802333,0.029903580886398273,0.04985811775337713,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0035_l400,0.0035,4.0,391,202,,,,,,0.021251673789545084,0.015062392339802333,0.029903580886398273,0.04985811775337713,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0040_l000,0.004,0.0,391,202,,,,,,0.02101406938662861,0.014741049486168278,0.029903580886398273,0.04769502073453915,0.3465346534653465,0.17326732673267325
matched_budget,final_test,spatial_p0040_l025,0.004,0.25,391,202,,,,,,0.021299363287003235,0.014806132218218138,0.029988333475577278,0.049930136334751504,0.35148514851485146,0.1782178217821782
matched_budget,final_test,spatial_p0040_l050,0.004,0.5,391,202,,,,,,0.02105354749298224,0.014741049486168278,0.029903580886398273,0.048355313636546354,0.35148514851485146,0.1782178217821782
matched_budget,final_test,spatial_p0040_l100,0.004,1.0,391,202,,,,,,0.021155907098057005,0.014741049486168278,0.029903580886398273,0.04985811775337713,0.3465346534653465,0.1782178217821782
matched_budget,final_test,spatial_p0040_l200,0.004,2.0,391,202,,,,,,0.02146937453517913,0.015181215265087644,0.03011413568737975,0.049930136334751504,0.3415841584158416,0.1782178217821782
